Variable_Code,Description,Min_Value,Max_Value,Unknown_Value,Data_Type,Allowed_Values,Source_File,Line,Field
"SCRP(7,1)","Aeration stress – root growth The number to the left of decimal point is % of soil water storage volume between critical aeration factor (from CROPCOM.DAT file) and saturation, and the number to the right is % reduction in root growth caused by aeration stress. Determines the root growth aeration stress factor as a function of soil water content and the critical aeration factor for the crop. X = soil water-critical aeration factor",,,,real (paired x.y format),,PARM1102.DAT,7,1
"SCRP(7,2)","Aeration stress – root growth The number to the left of decimal point is % of soil water storage volume between critical aeration factor (from CROPCOM.DAT file) and saturation, and the number to the right is % reduction in root growth caused by aeration stress. Determines the root growth aeration stress factor as a function of soil water content and the critical aeration factor for the crop. X = soil water-critical aeration factor",,,,real (paired x.y format),,PARM1102.DAT,7,2
"SCRP(8,1)",N or P deficiency stress – based on plant N or P content The number to the left of decimal point is % of difference between plant N or P content ratios (ratio of actual potential N or P content). The number to the right is the N or P stress factor (=0.0 when N or P ratio = 0.5; = 1.0 when N or P ratio = 1). Determines the plant stress caused by N or P deficiency. X = % of optimal N or P content present in plant,,,,real (paired x.y format),,PARM1102.DAT,8,1
"SCRP(8,2)",N or P deficiency stress – based on plant N or P content The number to the left of decimal point is % of difference between plant N or P content ratios (ratio of actual potential N or P content). The number to the right is the N or P stress factor (=0.0 when N or P ratio = 0.5; = 1.0 when N or P ratio = 1). Determines the plant stress caused by N or P deficiency. X = % of optimal N or P content present in plant,,,,real (paired x.y format),,PARM1102.DAT,8,2
"SCRP(9,1)","Pest damage – temp, water, cover The number to the left of the decimal point is average daily minimum temperature adjusted for soil cover and 30-day antecedent rainfall minus runoff. The number to the right is crop yield reduction by pests expressed as a fraction of the difference between 1.0 and the minimum pest factor (from CROPCOM.DAT). Calculates the pest damage factor as a function of temperature, considering thresholds for 30-day rainfall and above ground plant material. One of several parameters used to regulate pest growth. See also PARM 9 and 10, PSTX in the EPIC control file (EPICCONT.DAT), and PST in the EPIC plant list file (CROPCOM.DAT). Line Field 1 Field 2 Description number",,,,real (paired x.y format),,PARM1102.DAT,9,1
"SCRP(9,2)","Pest damage – temp, water, cover The number to the left of the decimal point is average daily minimum temperature adjusted for soil cover and 30-day antecedent rainfall minus runoff. The number to the right is crop yield reduction by pests expressed as a fraction of the difference between 1.0 and the minimum pest factor (from CROPCOM.DAT). Calculates the pest damage factor as a function of temperature, considering thresholds for 30-day rainfall and above ground plant material. One of several parameters used to regulate pest growth. See also PARM 9 and 10, PSTX in the EPIC control file (EPICCONT.DAT), and PST in the EPIC plant list file (CROPCOM.DAT). Line Field 1 Field 2 Description number",,,,real (paired x.y format),,PARM1102.DAT,9,2
"SCRP(10,1)",Harvest Index – Plant Water Use The number to the left of the decimal point is the % of actual to potential plant water use during the growing season. The number to the right is the fraction of actual to potential harvest index. Calculates the effect of water stress on harvest index as a function of plant water use. X = plant water use during critical period,,,,real (paired x.y format),,PARM1102.DAT,10,1
"SCRP(10,2)",Harvest Index – Plant Water Use The number to the left of the decimal point is the % of actual to potential plant water use during the growing season. The number to the right is the fraction of actual to potential harvest index. Calculates the effect of water stress on harvest index as a function of plant water use. X = plant water use during critical period,,,,real (paired x.y format),,PARM1102.DAT,10,2
"SCRP(11,1)","Plant water stress – plant available water The number to the left of the decimal point is the ratio of root zone soil water content to plant available water storage volume, and the number to the right of the decimal point is the fraction of plant stress due to water stress. Estimates plant water stress as a function of plant available water stored. If Parm 35 = 1 then plant water stress is strictly a function of ET. X = ratio of root zone soil water content to plant available water storage volume",,,,real (paired x.y format),,PARM1102.DAT,11,1
"SCRP(11,2)","Plant water stress – plant available water The number to the left of the decimal point is the ratio of root zone soil water content to plant available water storage volume, and the number to the right of the decimal point is the fraction of plant stress due to water stress. Estimates plant water stress as a function of plant available water stored. If Parm 35 = 1 then plant water stress is strictly a function of ET. X = ratio of root zone soil water content to plant available water storage volume",,,,real (paired x.y format),,PARM1102.DAT,11,2
"SCRP(12,1)","N volatilization, as a function of NH3 depth in soil The number to the left of the decimal point is the depth at the center of soil layer (mm) and the number to the right is the nitrogen volatilization in (kg ha-1). Governs nitrogen volatilization as a function of soil depth. X = depth at the center of a soil layer (mm)",,,,real (paired x.y format),,PARM1102.DAT,12,1
"SCRP(12,2)","N volatilization, as a function of NH3 depth in soil The number to the left of the decimal point is the depth at the center of soil layer (mm) and the number to the right is the nitrogen volatilization in (kg ha-1). Governs nitrogen volatilization as a function of soil depth. X = depth at the center of a soil layer (mm)",,,,real (paired x.y format),,PARM1102.DAT,12,2
"SCRP(13,1)","Wind erosion - vegetative cover factor Calculates wind erosion vegetative cover factor as a function of above ground plant material. The number to the left of decimal point is vegetative equivalent in (Mg ha-1) and the number to the right is wind erosion cover factor (fraction). X = vegetative equivalent (C1*BIOM+C2*STD+C3*RSD). Where C1, C2, and C3 are coefficients, BIOM is above Line Field 1 Field 2 Description number",,,,real (paired x.y format),,PARM1102.DAT,13,1
"SCRP(13,2)","Wind erosion - vegetative cover factor Calculates wind erosion vegetative cover factor as a function of above ground plant material. The number to the left of decimal point is vegetative equivalent in (Mg ha-1) and the number to the right is wind erosion cover factor (fraction). X = vegetative equivalent (C1*BIOM+C2*STD+C3*RSD). Where C1, C2, and C3 are coefficients, BIOM is above Line Field 1 Field 2 Description number",,,,real (paired x.y format),,PARM1102.DAT,13,2
"SCRP(14,1)",Soil temperature – microbial processes Calculates soil temperature factor used in regulating microbial processes. The number to the left of the decimal point is soil temperature and the number to the right is factor (fraction). X = soil temperature ( °C),,,,real (paired x.y format),,PARM1102.DAT,14,1
"SCRP(14,2)",Soil temperature – microbial processes Calculates soil temperature factor used in regulating microbial processes. The number to the left of the decimal point is soil temperature and the number to the right is factor (fraction). X = soil temperature ( °C),,,,real (paired x.y format),,PARM1102.DAT,14,2
"SCRP(15,1)","Plant population in water erosion C-factor The number to the left of decimal point is plant population in plants per m2 or plants per ha for trees, and the number to the right is the water erosion cover factor (fraction) or the fraction of erosion control. Estimates plant population effect on USLE C-factor. X = plant population (plants m-2 or plants (trees) ha-1)",,,,real (paired x.y format),,PARM1102.DAT,15,1
"SCRP(15,2)","Plant population in water erosion C-factor The number to the left of decimal point is plant population in plants per m2 or plants per ha for trees, and the number to the right is the water erosion cover factor (fraction) or the fraction of erosion control. Estimates plant population effect on USLE C-factor. X = plant population (plants m-2 or plants (trees) ha-1)",,,,real (paired x.y format),,PARM1102.DAT,15,2
"SCRP(16,1)","Snowmelt function Increases snow melt as a function of time since the last snowfall. The number to the left of the decimal point is the time (days) since the last snowfall, and the number to the right of the decimal is the rate of melt as a function of time. X = time since the last snowfall (days).",,,,real (paired x.y format),,PARM1102.DAT,16,1
"SCRP(16,2)","Snowmelt function Increases snow melt as a function of time since the last snowfall. The number to the left of the decimal point is the time (days) since the last snowfall, and the number to the right of the decimal is the rate of melt as a function of time. X = time since the last snowfall (days).",,,,real (paired x.y format),,PARM1102.DAT,16,2
"SCRP(17,1)",Soil snow cover Estimates the snow cover factor as a function of snow present. The number to the left of the decimal point is the amount of snow present (mm of water) and the number on the right is the fraction of soil covered. X = snow present (mm water),,,,real (paired x.y format),,PARM1102.DAT,17,1
"SCRP(17,2)",Soil snow cover Estimates the snow cover factor as a function of snow present. The number to the left of the decimal point is the amount of snow present (mm of water) and the number on the right is the fraction of soil covered. X = snow present (mm water),,,,real (paired x.y format),,PARM1102.DAT,17,2
"SCRP(18,1)",Soil temperature – soil erosion Expresses soil temperature effect on erosion of frozen soils. X = temperature of second soil layer ( °C) Line Field 1 Field 2 Description number,,,,real (paired x.y format),,PARM1102.DAT,18,1
"SCRP(18,2)",Soil temperature – soil erosion Expresses soil temperature effect on erosion of frozen soils. X = temperature of second soil layer ( °C) Line Field 1 Field 2 Description number,,,,real (paired x.y format),,PARM1102.DAT,18,2
"SCRP(19,1)",Water table – ground water storage Drives water table between maximum and minimum limits as a function of ground water storage. X = % of maximum ground water storage,,,,real (paired x.y format),,PARM1102.DAT,19,1
"SCRP(19,2)",Water table – ground water storage Drives water table between maximum and minimum limits as a function of ground water storage. X = % of maximum ground water storage,,,,real (paired x.y format),,PARM1102.DAT,19,2
"SCRP(20,1)",Soil oxygen – soil depth Simulates oxygen content of soil as a function of depth. Used in microbial processes of residue decay. The number to the left of the decimal point is the depth to center of each soil layer (m) and the number to the right of the decimal point is the adjustment to the oxygen content. This parameter works in conjunction with Parm 53. (1 – Parm 53) x SCRP20 X = depth to center of each soil layer (m),,,,real (paired x.y format),,PARM1102.DAT,20,1
"SCRP(20,2)",Soil oxygen – soil depth Simulates oxygen content of soil as a function of depth. Used in microbial processes of residue decay. The number to the left of the decimal point is the depth to center of each soil layer (m) and the number to the right of the decimal point is the adjustment to the oxygen content. This parameter works in conjunction with Parm 53. (1 – Parm 53) x SCRP20 X = depth to center of each soil layer (m),,,,real (paired x.y format),,PARM1102.DAT,20,2
"SCRP(21,1)",Plant water stress – soil water tension Governs plant water stress as a function of soil water tension. X = gravimetric + osmotic tension,,,,real (paired x.y format),,PARM1102.DAT,21,1
"SCRP(21,2)",Plant water stress – soil water tension Governs plant water stress as a function of soil water tension. X = gravimetric + osmotic tension,,,,real (paired x.y format),,PARM1102.DAT,21,2
"SCRP(22,1)",Not used,,,,real (paired x.y format),,PARM1102.DAT,22,1
"SCRP(22,2)",Not used,,,,real (paired x.y format),,PARM1102.DAT,22,2
"SCRP(23,1)","Ground cover – leaf area index Estimates plant ground cover as a function of leaf area. The number to the left of the decimal point is the leaf area, and the number to the right of the decimal point is the fraction of ground cover. X = total LAI of all growing plants",,,,real (paired x.y format),,PARM1102.DAT,23,1
"SCRP(23,2)","Ground cover – leaf area index Estimates plant ground cover as a function of leaf area. The number to the left of the decimal point is the leaf area, and the number to the right of the decimal point is the fraction of ground cover. X = total LAI of all growing plants",,,,real (paired x.y format),,PARM1102.DAT,23,2
"SCRP(24,1)",Soil oxygen – soil carbon clay content Simulates oxygen content of the soil as a function of carbon and clay content. This S-curve number is used in microbial processes of residue decay. X = F(Carbon/Clay),,,,real (paired x.y format),,PARM1102.DAT,24,1
"SCRP(24,2)",Soil oxygen – soil carbon clay content Simulates oxygen content of the soil as a function of carbon and clay content. This S-curve number is used in microbial processes of residue decay. X = F(Carbon/Clay),,,,real (paired x.y format),,PARM1102.DAT,24,2
"SCRP(25,1)",Not Used,,,,real (paired x.y format),,PARM1102.DAT,25,1
"SCRP(25,2)",Not Used,,,,real (paired x.y format),,PARM1102.DAT,25,2
"SCRP(26,1)","Ground cover – standing live biomass Estimates plant ground cover as a function of standing live biomass. The number to the left of the decimal point is the standing live biomass (Mg ha-1), and the number to the right of the decimal point is the fraction of ground cover. X = standing live biomass (Mg ha-1)",,,,real (paired x.y format),,PARM1102.DAT,26,1
"SCRP(26,2)","Ground cover – standing live biomass Estimates plant ground cover as a function of standing live biomass. The number to the left of the decimal point is the standing live biomass (Mg ha-1), and the number to the right of the decimal point is the fraction of ground cover. X = standing live biomass (Mg ha-1)",,,,real (paired x.y format),,PARM1102.DAT,26,2
"SCRP(27,1)",Biological mixing – residue Increases biological mixing in soil layer 1 as residue increases. X = soil layer 1 residue in Mg ha-1,,,,real (paired x.y format),,PARM1102.DAT,27,1
"SCRP(27,2)",Biological mixing – residue Increases biological mixing in soil layer 1 as residue increases. X = soil layer 1 residue in Mg ha-1,,,,real (paired x.y format),,PARM1102.DAT,27,2
"SCRP(28,1)","Soil surface temperature Adjusts the soil surface temperature during the cold season considering the solar radiation. Suggested values:    SCRP(28,1) = 10.01    SCRP(28,2) = 20.90",,,,real (paired x.y format),,PARM1102.DAT,28,1
"SCRP(28,2)","Soil surface temperature Adjusts the soil surface temperature during the cold season considering the solar radiation. Suggested values:    SCRP(28,1) = 10.01    SCRP(28,2) = 20.90",,,,real (paired x.y format),,PARM1102.DAT,28,2
"SCRP(29,1)","Leaf fall function Time drive function to simulate leaf fall for trees. Suggested values:    SCRP(29,1) = 75.01    SCRP(29,2) = 95.99",,,,real (paired x.y format),,PARM1102.DAT,29,1
"SCRP(29,2)","Leaf fall function Time drive function to simulate leaf fall for trees. Suggested values:    SCRP(29,1) = 75.01    SCRP(29,2) = 95.99",,,,real (paired x.y format),,PARM1102.DAT,29,2
"SCRP(30,1)","Soil water content – curve number Exception to normal s-curve procedure; sets soil water contents coinciding with CN2 and CN3. X1 = soil water content as % of field capacity – wilting point X2 = soil water content as % of saturation – field capacity This parameter does not follow the same X, qY format as the other parameters. In this case Y is always 0. EXAMPLE: X1 = 45.00; this indicates that CN2 is 45% of the volume between field capacity and wilting point: Line Field 1 Field 2 Description number",,,,real (paired x.y format),,PARM1102.DAT,30,1
"SCRP(30,2)","Soil water content – curve number Exception to normal s-curve procedure; sets soil water contents coinciding with CN2 and CN3. X1 = soil water content as % of field capacity – wilting point X2 = soil water content as % of saturation – field capacity This parameter does not follow the same X, qY format as the other parameters. In this case Y is always 0. EXAMPLE: X1 = 45.00; this indicates that CN2 is 45% of the volume between field capacity and wilting point: Line Field 1 Field 2 Description number",,,,real (paired x.y format),,PARM1102.DAT,30,2
PRMT(1),Crop canopy-PET (cols. 1-8) Factor used to adjust crop canopy resistance in the Penman-Monteith PET equation. Default setting: 1.5 (Range: 1.0 to 2.0),1,2,1.5,real,,PARM1102.DAT,31,1
PRMT(2),Root growth-soil strength (cols. 9-16) Used to estimate root growth stress created by soil strength. PARM(2) is usually set between 1.15 and 1.2. High values minimize soil strength constraint on root growth. Setting PARM(2) = 2 eliminates all root growth stress. Default setting: 2.0 (Range: 1.0 to 2.0),1,2,2,real,,PARM1102.DAT,31,2
PRMT(3),Water stress-harvest index (cols. 17-24) Sets fraction of growing season when water stress starts reducing harvest index. Default setting: 0.75 (Range: 0.0 to 1.0),0,1,0.75,real,,PARM1102.DAT,31,3
PRMT(4),Not used (cols. 25-32),,,,real,,PARM1102.DAT,31,4
PRMT(5),Soil water lower limit (cols. 33-40) Lower limit of water content in the top 0.5 m soil depth expressed as a fraction of the wilting point water content. Default setting: 0.5 (Range: 0.0 to 1.0),0,1,0.5,real,,PARM1102.DAT,31,5
PRMT(6),Winter dormancy (h) (cols. 41-48) Causes dormancy in winter grown crops. Growth does not occur when day length is less than annual minimum day length + PARM(6). It is used to simulate dormancy. Default setting: 0.1 (Range: 0.0 to 1.0),0,1,0.1,real,,PARM1102.DAT,31,6
PRMT(7),"N fixation (cols. 49-56) Drives the process to estimate nitrogen fixation for legumes. At 1, fixation is limited by soil water or nitrate content or by crop growth stage. At 0 fixation meets crop nitrogen uptake demand. A combination of the two previously described scenarios is obtained by setting 0 < PARM(7) < 1. Default setting: 0.99 (Range: 0.0 to 1.0)",0,1,0.99,real,,PARM1102.DAT,31,7
PRMT(8),Soluble phosphorus runoff coefficient (0.1 m3 Mg-1) (cols. 57-64) P concentration in sediment divided by that of the water. Default setting: 15.0 (Range: 10 to 20),10,20,15,real,,PARM1102.DAT,31,8
PRMT(9),"Pest damage moisture threshold (mm) (cols. 65-72) It is used to regulate pest growth. The moisture considered is the previous 30-day rainfall minus runoff. See also PARM(10), PSTX in the Line - Field Description and number",25,250,25,real,,PARM1102.DAT,31,9
PRMT(10),"Pest damage cover threshold (Mg ha -1) (cols. 73-80) It is one of several parameters used to regulate pest growth. It considers crop residue + above ground biomass. This is the amount of residues required for pests to begin to grow. Setting PARM(10) at a large number (e.g., >50) will result in little or no pest growth because it will be impossible to reach such high levels of residue. See also PARM(10), PSTX in the EPICCONT.DAT file, PST in the CROPCOM.DAT file, and SCRP(9) above in this section. Default setting: 1.0 (Range: 0 to 50)",0,50,1,real,,PARM1102.DAT,31,10
PRMT(11),"Moisture required for seed germination (fraction) (cols. 1-8) Sets the minimum amount of moisture in the plow depth layer (set with PARM(16)) required to allow seed germination. PARM(11) refers to the fraction of available water in the plow depth that is required for germination. If PDSW/PDAW>PARM(11), germination will occur. PDSW is the soil water content present in the plow depth layer. PDAW is the plant available water (soil water at field capacity less the soil water at wilting point) in the plow depth layer. Typical values range from 0.3 to 0.9 for this parm. Setting the parm value <=0 essentially turns this parm off and germination will occur regardless of moisture content in the soil. Default setting: -100 (turned off) (Range: 0.0 to 1.0)",0,1,-100,real,,PARM1102.DAT,32,1
PRMT(12),Soil evaporation coefficient (cols. 9-16) Governs rate of soil evaporation from top 0.2 m of soil. Small values increase soil evaporation. Default setting: 2.5 (Range: 1.5 to 2.5) Line - Field Description and number,1.5,2.5,2.5,real,,PARM1102.DAT,32,2
PRMT(13),"Hargreaves PET equation exponent (Cols. 17-24) The original value of 0.5 was modified to 0.6 to increase evapotranspiration. If set to zero, the EPIC model will estimate the value of PARM(13) based on average climate condition of the study site. Default setting: 0.5 (Range: 0.5 to 0.6)",0.5,0.6,0.5,real,,PARM1102.DAT,32,3
PRMT(14),Nitrate leaching ratio (cols. 25-32) Ratio of nitrate concentration in surface runoff to nitrate concentration in percolate. A small value reduces nitrate concentration in runoff. Default setting: 1.0 (Range: 0.1 to 1.0),0.1,1,1,real,,PARM1102.DAT,32,4
PRMT(15),Not used (cols. 33-40),,,,real,,PARM1102.DAT,32,5
PRMT(16),"Plow layer depth (m) (cols. 41-48) Used to track soluble phosphorus concentration or weight, organic carbon, and soil water content. Default setting: 0.15 (Range: 0.05 to 0.2)",0.05,0.2,0.15,real,,PARM1102.DAT,32,6
PRMT(17),Crack flow coefficient (cols. 49-56) Fraction of inflow to a soil layer allowed to flow in cracks. Default setting: 0.0 (Range: 0.0 to 1.0),0,1,0,real,,PARM1102.DAT,32,7
PRMT(18),Pesticide leaching ratio (cols. 57-64) Pesticide concentration in surface runoff to pesticide concentration in percolate. Default setting: 0.1 (Range: 0.1 to 1.0) Line - Field Description and number,0.1,1,0.1,real,,PARM1102.DAT,32,8
PRMT(19),Fraction of maturity at spring growth initiation (cols. 65-72) Allows fall growing crops to reset heat unit index to a value greater than 0 when passing through the minimum temperature month. Default setting: 0.5 (Range: 0.0 to 1.0),0,1,0.5,real,,PARM1102.DAT,32,9
PRMT(20),Microbial decay rate coefficient (cols. 73-80) Adjusts soil water-temperature-oxygen equation. Default setting: 1.0 (Range: 0.5 to 1.5),0.5,1.5,1,real,,PARM1102.DAT,32,10
PRMT(21),KOC for carbon loss in water and sediment (cols. 1-8) KD = KOC X— C. Default setting: 1000 (Range: 500 to 1500),500,1500,1000,real,,PARM1102.DAT,33,1
PRMT(22),Potassium pool flow coefficient (cols. 9-16) Regulates flow between exchangeable and fixed potassium pools. Default setting: 0.00025 (Range: 0.00001 to 0.0005),0.00001,0.0005,0.00025,real,,PARM1102.DAT,33,2
PRMT(23),Exponential coefficient in RUSLE C factor equation (cols. 17-24) Used in estimating the residue effect. Default setting: 0.75 (Range: 0.5 to 1.5),0.5,1.5,0.75,real,,PARM1102.DAT,33,3
PRMT(24),Maximum depth for biological mixing (m) (cols: 25-32) Default setting: 0.3 (Range: 0.1 to 0.3),0.1,0.3,0.3,real,,PARM1102.DAT,33,4
PRMT(25),Biological mixing efficiency (cols. 33-40) Simulates mixing in topsoil by earth worms etc. Default setting: 0.03 (Range: 0.01 to 0.05),0.01,0.05,0.03,real,,PARM1102.DAT,33,5
PRMT(26),Exponential coefficient in RUSLE C factor equation (cols. 41-48) Used in estimating the effect of growing plants. Reduce to reduce C and erosion. Default setting: 0.1 (Range: 0.05 to 0.2),0.05,0.2,0.1,real,,PARM1102.DAT,33,6
PRMT(27),Lower limit nitrate concentration (g N/Mg soil) (cols: 49-56) Maintains soil nitrate concentration at or above PARM(27). Default setting: 0.01 (Range: 0.01 to 10.0),0.01,10,0.01,real,,PARM1102.DAT,33,7
PRMT(28),Acceptable plant N stress level (cols. 57-64) Used to estimate annual nitrogen application rate as part of the automatic fertilizer scheme. Default setting: 1.0 (Range: 0.1 to 1.0),0.1,1,1,real,,PARM1102.DAT,33,8
PRMT(29),Potassium pool flow coefficient (cols. 65-72) Regulates flow between soluble and exchangeable potassium pools. Default setting: 0.01 (Range: 0.001 to 0.02),0.001,0.02,0.01,real,,PARM1102.DAT,33,9
PRMT(30),"Oxygen-depth function method (cols. 73-80) Sets the amount of oxygen present in the soil based on depth or clay content. At 0.0 the calculation of the oxygen-depth function is based on the original EPIC approach, which is based on depth in the soil profile (see SCRP(20)). At 1.0 the calculation of the oxygen-depth function is based on the Kemanian approach, which is based on the clay content in the soil profile (see SCRP(24)). A combination of the two methods is obtained by setting 0.0 < PARM(30) < 1.0. Line - Field Description and number",,,,integer,,PARM1102.DAT,33,10
PRMT(31),Furrow irrigation sediment routing exponent (cols. 1-8) Exponent of water velocity function for estimating potential sediment concentration. Default setting: 1.0 (Range: 1.0 to 1.5),1,1.5,1,real,,PARM1102.DAT,34,1
PRMT(32),Minimum C factor value (cols. 9-16) It is the minimum C factor value in EPIC soil erosion equation. Default setting: 0.01 (Range: 0.0001 to 0.8),0.0001,0.8,0.01,real,,PARM1102.DAT,34,2
PRMT(33),Puddling saturated conductivity (mm h-1) (cols. 17-24) Used to simulate puddling in rice paddies by setting second soil layer saturated conductivity to the value set with PARM(33). Default setting: 0.001 (Range: 0.00001 to 0.1),0.00001,0.1,0.001,real,,PARM1102.DAT,34,3
PRMT(34),Soluble P runoff exponent (cols. 25-32) Used in the modified GLEAMS method makes soluble phosphorus runoff concentration a nonlinear function of organic phosphorus concentration in soil layer 1. Default setting: 1.0 (Range: 1.0 to 1.5) Line - Field Description and number,1,1.5,1,integer,,PARM1102.DAT,34,4
PRMT(35),Water stress weighting coefficient (cols. 33-40) Defines how the water stress is estimated during the simulation. At 0 plant water stress is strictly a function of soil water content; at 1 plant water stress is strictly a function actual ET divided by potential ET. 0 < PARM(35) < 1 considers both approaches. Default setting: 0.5 (Range: 0.0 to 1.0),0,1,0.5,integer,,PARM1102.DAT,34,5
PRMT(36),Furrow irrigation base sediment concentration (Mg m -3) (cols. 41-48) Potential sediment concentration when flow velocity = 1 (m sec -1). Default setting: 0.1 (Range: 0.01 to 0.2),0.01,0.2,0.1,real,,PARM1102.DAT,34,6
PRMT(37),Pest kill scaling factor (cols. 49-56) Scales pesticide kill effectiveness to magnitude of pest growth index. Default setting: 100 (Range: 100 to 10000),100,10000,100,real,,PARM1102.DAT,34,7
PRMT(38),Hargreaves PET equation coefficient (cols. 57-64) Original value = 0.0023. modified to 0.0032 to increase PET. Default setting: 0.0032 (Range: 0.0023 to 0.0032),0.0023,0.0032,0.0032,real,,PARM1102.DAT,34,8
PRMT(39),Auto N fertilizer scaling factor (cols. 65-72) Sets initial annual crop N use considering WA and BN3 from the CROPCOM.DAT file. Default setting: 300 (Range: 50 to 500),50,500,300,real,,PARM1102.DAT,34,9
PRMT(40),Not used (cols. 73-80) Line - Field Description and number,,,,real,,PARM1102.DAT,34,10
PRMT(41),"Soil evaporation-cover coefficient (cols. 1-8) Regulates soil water evaporation as a function of soil covered by flat and standing residue, and growing biomass. Default setting: 0.1 (Range: 0.01 to 0.2)",0.01,0.2,0.1,real,,PARM1102.DAT,35,1
PRMT(42),SCS curve number index coefficient (cols. 9-16) Regulates the effect of PET in driving the SCS curve number retention parameter. This parameter works only when NVCN in control table file (EPICCONT.DAT) is equal to 4. Default setting: 1.0 (Range: 0.3 to 2.5),0.3,2.5,1,real,,PARM1102.DAT,35,2
PRMT(43),Upward movement of soluble P (cols. 17-24) Regulates the upward movement of soluble phosphorus by evaporation. Default setting: 1.0 (Range: 1.0 to 20.0),1,20,1,real,,PARM1102.DAT,35,3
PRMT(44),Soluble C in runoff to percolate ratio (cols. 25-32) Ratio of soluble C concentration in runoff to percolate. Default setting: 0.5 (Range: 0.1 to 1.0),0.1,1,0.5,real,,PARM1102.DAT,35,4
PRMT(45),CENTURY eq. coefficient (cols. 33-40) Coefficient in century equation allocating slow to passive humus Default setting: 0.003. (Range: 0.001 to 0.05),0.001,0.05,0.003.,real,,PARM1102.DAT,35,5
PRMT(46),Auto fertilizer weighting factor (cols. 41-48) Adjusts the approach used to set automatic nitrogen fertilization. At 0.0 nitrogen application equals average annual nitrogen in crop yield. At 1.0 the nitrogen stress function is used to set nitrogen application. The two methods are weighted with PARM(46) for values between 0.0 and 1.0. Line - Field Description and number,0,1,1,integer,,PARM1102.DAT,35,6
PRMT(47),CENTURY eq. slow humus transformation (cols. 49-56) Century slow humus transformation rate. Default setting: 0.000548 (Range: 0.00041 to 0.00068),0.00041,0.00068,0.000548,real,,PARM1102.DAT,35,7
PRMT(48),CENTURY eq. passive humus transformation (cols. 57-64) Century passive humus transformation rate Default setting: 0.000012 (Range: 0.0000082 to 0.000015),0.0000082,0.000015,0.000012,real,,PARM1102.DAT,35,8
PRMT(49),Fraction of above ground plant material burned (cols. 65-72) Burning operation destroys specified fraction of above ground biomass and standing and flat residue. Default setting: 0.9 (Range: 0.5 to 1.0),0.5,1,0.9,real,,PARM1102.DAT,35,9
PRMT(50),"Technology annual rate coefficient (cols. 73-80) Linear adjustment to harvest index – base year = 2000. Set to zero for level technology. Increase to increase technology effect on crop yield. With constant PARM(50) > 0.0, the effect of technology increases year after year. Default setting: 0.0 (Range: 0.0 to 0.01)",0,0.01,0,real,,PARM1102.DAT,35,10
PRMT(51),Microbial activity adjustment (cols. 1-8) Adjusts the microbial activity function in topsoil layer. Default setting: 0.5 (Range: 0.1 to 1.0) Line - Field Description and number,0.1,1,0.5,real,,PARM1102.DAT,36,1
PRMT(52),Tillage – residue decay rate (cols. 9-16) Exponential coefficient in equation expressing tillage effect on residue decay rate. Default setting: 10.0 (Range: 5.0 to 15.0),5,15,10,real,,PARM1102.DAT,36,2
PRMT(53),Oxygen effect – microbial activity (cols. 17-24) Coefficient in oxygen equation used in modifying microbial activity with soil depth. It works along with SCRP(20). Default setting: 0.9 (Range: 0.8 to 0.95),0.8,0.95,0.9,real,,PARM1102.DAT,36,3
PRMT(54),Water use – root growth (cols. 25-32) Exponential coefficient in potential water use root growth distribution equation. Default setting: 5.0 (Range: 2.5 to 7.5),2.5,7.5,5,real,,PARM1102.DAT,36,4
PRMT(55),Weight for root growth approach (cols. 33-40) Coefficient used in allocating root growth between two functions. At 0 root growth is simulated as exponential distribution of depth; at 1 root growth is simulated as a function of water use. Values between 0 and 1 weight the two functions. Default setting: 0.0 (Range: 0.0 to 1.0),0,1,0,integer,,PARM1102.DAT,36,5
PRMT(56),Root growth distribution – depth (cols. 41-48) Exponential coefficient in root growth distribution by depth function. Default setting: 5.0 (Range: 5.0 to 10.0) Line - Field Description and number,5,10,5,real,,PARM1102.DAT,36,6
PRMT(57),Volatilization/nitrification partitioning coefficient (cols. 49-56) Fraction of process allocated to volatilization. Default setting: 0.1 (Range: 0.05 to 0.5),0.05,0.5,0.1,real,,PARM1102.DAT,36,7
PRMT(58),Runoff amount to delay pest application (mm) (cols. 57-64) Pesticide is not applied on days with runoff greater than PARM(58). Default setting: 500.0 (no delay) (Range: 0.0 to 25.0),0,25,500,real,,PARM1102.DAT,36,8
PRMT(59),Soil water value to delay tillage (cols. 65-72) Tillage is delayed when PDSW/FCSW>PARM(59). PDSW = Plow depth soil water content FCSW = Field capacity soil water content Setting PARM(59) to a value greater than 1.0 will turn off this option giving no delay in tillage operations. Default setting: 10.0 (no delay) (Range: 0.0 to 1.0),0,1,10,integer,,PARM1102.DAT,36,9
PRMT(60),Estimation of USLE C factor (cols. 73-80) Relates USLE C factor to soil covered by flat and standing residue and growing biomass. Default setting: 1.0 (Range: 0.5 to 2.0),0.5,2,1,real,,PARM1102.DAT,36,10
PRMT(61),Weighting factor for estimating soil evaporation (cols. 1-8) This parameter allows to weigh the approach used in estimating the soil evaporation. At 0 total compensation of water deficit is allowed between soil layers. At 1 no compensation is allowed. 0.0 < PARM(61) < 1.0 gives partial compensation. Default setting: 0.0 (Range: 0.0 to 1.0) Line - Field Description and number,0,1,0,integer,,PARM1102.DAT,37,1
